contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,option_type,expiration,spot,download_timestamp,mid_price,bid_ask_spread,relative_spread,moneyness,log_moneyness,time_to_expiry,days_to_expiry,price_lower_bound,price_upper_bound,passes_price_bounds,calculated_implied_volatility
SPY260731C00656000,2026-07-24 16:46:45+00:00,656.0,86.55,81.94,84.43,-6.8499985,-7.3340454,3.0,132,0.5632367895507813,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,83.185,2.490000000000009,0.02993328124060839,0.8877701541417997,-0.11904240491953848,0.01706230641882293,6.22774184287037,83.37756217419803,738.93,False,
SPY260731C00657000,2026-07-02 16:41:33+00:00,657.0,88.92,80.95,83.44,0.0,0.0,1.0,167,0.5583540258789064,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,82.195,2.489999999999995,0.030293813492304825,0.8891234623036012,-0.11751917537901707,0.01706230641882293,6.22774184287037,82.3782444336099,738.93,False,
SPY260731C00658000,2026-07-17 19:30:42+00:00,658.0,86.61,79.48,82.93,0.0,0.0,5.0,75,0.589969920654297,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,81.20500000000001,3.450000000000003,0.04248506865340807,0.8904767704654027,-0.11599826253831033,0.01706230641882293,6.22774184287037,81.37892669302175,738.93,False,
SPY260731C00659000,2026-07-15 14:49:24+00:00,659.0,96.11,78.95,81.45,0.0,0.0,3.0,192,0.5478560839843751,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,80.2,2.5,0.031172069825436407,0.8918300786272043,-0.11447965936112027,0.01706230641882293,6.22774184287037,80.37960895243361,738.93,False,
SPY260731C00660000,2026-07-23 18:09:05+00:00,660.0,78.72,77.96,80.45,0.0,0.0,120.0,494,0.5419967675781252,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,79.205,2.490000000000009,0.03143740925446637,0.8931833867890058,-0.11296335884315634,0.01706230641882293,6.22774184287037,79.38029121184559,738.93,False,
SPY260731C00661000,2026-07-20 17:19:47+00:00,661.0,84.44,76.96,79.46,0.0,0.0,3.0,287,0.5371140039062501,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,78.21,2.5,0.03196522183863956,0.8945366949508073,-0.11144935401194123,0.01706230641882293,6.22774184287037,78.38097347125745,738.93,False,
SPY260731C00662000,2026-07-17 13:40:10+00:00,662.0,81.23,75.96,78.47,0.0,0.0,1.0,160,0.532231240234375,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,77.215,2.510000000000005,0.03250663731140329,0.8958900031126088,-0.10993763792661937,0.01706230641882293,6.22774184287037,77.38165573066931,738.93,False,
SPY260731C00663000,2026-07-24 15:20:47+00:00,663.0,80.19,74.97,77.47,-9.790001,-10.880196,2.0,162,0.5264939929199219,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,76.22,2.5,0.03279979008134348,0.8972433112744104,-0.10842820367776503,0.01706230641882293,6.22774184287037,76.38233799008117,738.93,False,
SPY260731C00664000,2026-07-23 13:58:10+00:00,664.0,77.31,74.87,76.46,0.0,0.0,4.0,330,0.5199022619628906,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,75.66499999999999,1.5899999999999892,0.021013678715390068,0.8985966194362118,-0.10692104438719376,0.01706230641882293,6.22774184287037,75.38302024949314,738.93,True,0.4039230961354421
SPY260731C00665000,2026-07-24 14:23:40+00:00,665.0,74.03,72.97,75.47,-1.0800018,-1.4378935,3.0,572,0.5148974291992188,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,74.22,2.5,0.03368364322285099,0.8999499275980134,-0.10541615320777341,0.01706230641882293,6.22774184287037,74.383702508905,738.93,False,
SPY260731C00666000,2026-07-24 17:59:55+00:00,666.0,76.28,71.98,74.48,-12.470001,-14.050706,2.0,253,0.5100146655273439,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,73.23,2.5,0.034139014065273796,0.901303235759815,-0.10391352332323836,0.01706230641882293,6.22774184287037,73.38438476831686,738.93,False,
SPY260731C00667000,2026-07-24 14:36:02+00:00,667.0,72.72,70.98,73.49,1.0100021,1.4084537,1.0,467,0.5050098327636718,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,72.235,2.509999999999991,0.03474769848411422,0.9026565439216164,-0.10241314794800385,0.01706230641882293,6.22774184287037,72.38506702772872,738.93,False,
SPY260731C00668000,2026-07-13 16:23:49+00:00,668.0,83.95,69.51,72.97,0.0,0.0,1.0,40,0.5327195166015625,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,71.24000000000001,3.4599999999999937,0.04856822010106672,0.904009852083418,-0.1009150203269818,0.01706230641882293,6.22774184287037,71.3857492871407,738.93,False,
SPY260731C00669000,2026-06-18 19:43:04+00:00,669.0,83.62,69.68,72.56,0.0,0.0,51.0,167,0.5629926513671876,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,71.12,2.8799999999999955,0.04049493813273334,0.9053631602452195,-0.09941913373539915,0.01706230641882293,6.22774184287037,70.38643154655256,738.93,True,0.4480947600811742
SPY260731C00670000,2026-07-24 19:16:53+00:00,670.0,69.07,67.99,70.5,-0.6800003,-0.9749108,21.0,828,0.488408436279297,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,69.245,2.510000000000005,0.03624810455628572,0.906716468407021,-0.09792548147861581,0.01706230641882293,6.22774184287037,69.38711380596442,738.93,False,
SPY260731C00671000,2026-07-24 13:34:16+00:00,671.0,68.77,67.0,69.51,-2.040001,-2.8809505,1.0,148,0.483403603515625,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,68.255,2.510000000000005,0.03677386272067988,0.9080697765688226,-0.0964340568919457,0.01706230641882293,6.22774184287037,68.38779606537628,738.93,False,
SPY260731C00672000,2026-07-08 13:58:15+00:00,672.0,74.74,65.53,68.99,0.0,0.0,1.0,68,0.509892596435547,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,67.25999999999999,3.4599999999999937,0.051442164733868485,0.909423084730624,-0.09494485334047802,0.01706230641882293,6.22774184287037,67.38847832478814,738.93,False,
SPY260731C00673000,2026-07-24 15:39:53+00:00,673.0,70.27,65.01,67.51,-9.120003,-11.4875965,3.0,265,0.4718070397949219,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,66.26,2.5,0.037730153939028066,0.9107763928924256,-0.0934578642188997,0.01706230641882293,6.22774184287037,66.38916058420011,738.93,False,
SPY260731C00674000,2026-07-24 18:26:21+00:00,674.0,66.76,64.01,66.52,-8.459999,-11.247007,1.0,382,0.4666801379394532,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,65.265,2.509999999999991,0.038458591894583484,0.9121297010542271,-0.09197308295132055,0.01706230641882293,6.22774184287037,65.38984284361197,738.93,False,
SPY260731C00675000,2026-07-24 18:29:47+00:00,675.0,65.47,63.02,65.53,-9.129997,-12.238603,6.0,653,0.4615532360839844,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,64.275,2.509999999999998,0.03905095293660051,0.9134830092160287,-0.09049050299109772,0.01706230641882293,6.22774184287037,64.39052510302383,738.93,False,
SPY260731C00676000,2026-07-24 15:03:18+00:00,676.0,65.38,61.56,65.02,-8.709999,-11.755972,1.0,87,0.4875539526367188,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,63.29,3.4599999999999937,0.05466898404171265,0.9148363173778302,-0.0890101178206634,0.01706230641882293,6.22774184287037,63.39120736243569,738.93,False,
SPY260731C00677000,2026-07-24 16:10:14+00:00,677.0,66.86,60.57,64.03,3.3600006,5.2913394,23.0,53,0.4820608435058594,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,62.3,3.460000000000001,0.05553772070626005,0.9161896255396317,-0.08753192095135257,0.01706230641882293,6.22774184287037,62.39188962184767,738.93,False,
SPY260731C00678000,2026-07-23 15:11:37+00:00,678.0,60.87,60.04,62.55,0.0,0.0,2.0,134,0.4454401159667969,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,61.295,2.509999999999998,0.04094950648503137,0.9175429337014332,-0.08605590592323194,0.01706230641882293,6.22774184287037,61.39257188125953,738.93,False,
