contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,option_type,expiration,spot,download_timestamp,mid_price,bid_ask_spread,relative_spread,moneyness,log_moneyness,time_to_expiry,days_to_expiry,price_lower_bound,price_upper_bound,passes_price_bounds,calculated_implied_volatility,absolute_log_moneyness
SPY260731C00739000,2026-07-24 20:14:49+00:00,739.0,6.64,6.63,6.65,-1.1800003,-15.089518,5488.0,1793,0.1637046520996094,False,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,6.640000000000001,0.0200000000000004,0.0030120481927711,1.0000947315713262,9.472708457427596e-05,0.0170623064188229,6.22774184287037,0.4341897053845969,738.93,True,0.1667928699623192,9.472708457427596e-05
SPY260807C00739000,2026-07-24 20:13:19+00:00,739.0,9.23,9.21,9.26,-1.2200003,-11.674644,886.0,351,0.1609580975341797,False,REGULAR,USD,SPY,call,2026-08-07,738.93,2026-07-25T14:32:03.104776+00:00,9.235,0.0499999999999989,0.0054141851651325,1.0000947315713262,9.472708457427596e-05,0.0362403886106037,13.227741842870373,1.0004898005425955,738.93,True,0.1555954700016037,9.472708457427596e-05
SPY260821C00739000,2026-07-24 20:12:33+00:00,739.0,13.4,13.41,13.44,-1.0600004,-7.3305697,4699.0,632,0.1650168948364258,False,REGULAR,USD,SPY,call,2026-08-21,738.93,2026-07-25T14:32:03.104776+00:00,13.425,0.0299999999999993,0.0022346368715083,1.0000947315713262,9.472708457427596e-05,0.0745965529941654,27.22774184287037,2.1317875576407914,738.93,True,0.1533704891565445,9.472708457427596e-05
SPY260918C00739000,2026-07-24 20:00:23+00:00,739.0,19.9,19.79,19.85,-0.7900009,-3.818274,225.0,657,0.1721884539794922,False,REGULAR,USD,SPY,call,2026-09-18,738.93,2026-07-25T14:32:03.104776+00:00,19.82,0.0600000000000022,0.0030272452068618,1.0000947315713262,9.472708457427596e-05,0.1513088817612887,55.22774184287038,4.389182654024694,738.93,True,0.1534241293970972,9.472708457427596e-05
SPY261016C00739000,2026-07-24 19:52:06+00:00,739.0,24.49,24.45,25.34,-0.72999954,-2.8945262,95.0,224,0.179421047668457,False,REGULAR,USD,SPY,call,2026-10-16,738.93,2026-07-25T14:32:03.104776+00:00,24.895,0.8900000000000006,0.0357501506326571,1.0000947315713262,9.472708457427596e-05,0.2280212105284119,83.22774184287037,6.639661565576489,738.93,True,0.152827549595447,9.472708457427596e-05
