contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,option_type,expiration,spot,download_timestamp,mid_price,bid_ask_spread,relative_spread,moneyness,log_moneyness,time_to_expiry,days_to_expiry,price_lower_bound,price_upper_bound,passes_price_bounds,calculated_implied_volatility,previous_mid_price,passes_monotonicity
SPY260821P00704000,2026-07-20 19:24:05+00:00,704.0,4.21,3.39,3.42,0.0,0.0,457.0,4806,0.1897969204711914,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.405,0.0299999999999998,0.0088105726872246,0.945576423287162,-0.0559605657130896,0.085639129930175,31.25828242451389,0.0,701.5925279316373,True,0.1995810988078039,3.335,True
SPY260821P00705000,2026-07-20 20:06:04+00:00,705.0,4.33,3.5,3.52,0.0,0.0,1783.0,13301,0.188484677734375,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.51,0.02,0.0056980056980057,0.946919571615695,-0.0545411190588633,0.085639129930175,31.25828242451389,0.0,702.5891082269947,True,0.1984316429627681,3.405,True
SPY260821P00706000,2026-07-20 20:10:41+00:00,706.0,4.55,3.6,3.62,0.0,0.0,13955.0,23020,0.1871114004516602,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.61,0.02,0.0055401662049861,0.9482627199442278,-0.0531236843778899,0.085639129930175,31.25828242451389,0.0,703.5856885223521,True,0.1971204202023729,3.51,True
SPY260821P00707000,2026-07-20 19:31:08+00:00,707.0,4.52,3.68,3.71,0.0,0.0,449.0,804,0.1854939849853515,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.695,0.0299999999999998,0.0081190798376183,0.9496058682727608,-0.0517082559745593,0.085639129930175,31.25828242451389,0.0,704.5822688177096,True,0.1954658698090859,3.61,True
SPY260821P00708000,2026-07-20 19:42:56+00:00,708.0,4.5,3.8,3.83,0.0,0.0,8179.0,18979,0.1843343286132812,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.815,0.0300000000000002,0.0078636959370904,0.9509490166012936,-0.0502948281774122,0.085639129930175,31.25828242451389,0.0,705.578849113067,True,0.1944080569601786,3.695,True
SPY260821P00709000,2026-07-20 19:58:13+00:00,709.0,4.79,3.88,3.91,0.0,0.0,254.0,7418,0.1824422576904296,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.895,0.0300000000000002,0.0077021822849808,0.9522921649298266,-0.0488833953390045,0.085639129930175,31.25828242451389,0.0,706.5754294084245,True,0.1925518388900327,3.815,True
SPY260821P00710000,2026-07-21 13:31:39+00:00,710.0,4.0,4.01,4.03,-1.0500002,-20.792082,29.0,37890,0.1811605322265624,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.02,0.0200000000000004,0.0049751243781095,0.9536353132583596,-0.0474739518357709,0.085639129930175,31.25828242451389,0.0,707.5720097037819,True,0.1914532329563627,3.895,True
SPY260821P00711000,2026-07-20 20:12:47+00:00,711.0,5.18,4.12,4.14,0.0,0.0,700.0,1283,0.1796651858520507,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.13,0.0199999999999995,0.0048426150121064,0.9549784615868924,-0.0460664920678911,0.085639129930175,31.25828242451389,0.0,708.5685899991394,True,0.1900187086414765,4.02,True
SPY260821P00712000,2026-07-21 13:30:04+00:00,712.0,4.13,4.23,4.26,-1.1999998,-22.514069,3.0,23507,0.1782613912963867,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.245,0.0299999999999993,0.0070671378091871,0.9563216099154253,-0.0446610104591562,0.085639129930175,31.25828242451389,0.0,709.5651702944967,True,0.1886078925931771,4.13,True
SPY260821P00713000,2026-07-20 19:31:16+00:00,713.0,5.24,4.34,4.37,0.0,0.0,709.0,2065,0.1766439758300781,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.355,0.0300000000000002,0.0068886337543054,0.957664758243958,-0.0432575014568361,0.085639129930175,31.25828242451389,0.0,710.5617505898542,True,0.1870478557062424,4.245,True
SPY260821P00714000,2026-07-20 19:24:05+00:00,714.0,5.49,4.49,4.53,0.0,0.0,580.0,30950,0.1757284576416015,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.51,0.04,0.0088691796008869,0.959007906572491,-0.0418559595315477,0.085639129930175,31.25828242451389,0.0,711.5583308852117,True,0.1861762761939129,4.355,True
SPY260821P00715000,2026-07-21 13:30:01+00:00,715.0,4.47,4.63,4.66,-1.3200002,-22.79793,6.0,27171,0.1742941458129883,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.645,0.0300000000000002,0.0064585575888052,0.960351054901024,-0.0404563791771243,0.085639129930175,31.25828242451389,0.0,712.5549111805691,True,0.1848921962424498,4.51,True
SPY260821P00716000,2026-07-20 19:30:58+00:00,716.0,5.76,4.77,4.8,0.0,0.0,474.0,10104,0.1729208685302734,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.785,0.0300000000000002,0.006269592476489,0.9616942032295568,-0.0390587549104863,0.085639129930175,31.25828242451389,0.0,713.5514914759266,True,0.1836159399811253,4.645,True
SPY260821P00717000,2026-07-21 13:30:00+00:00,717.0,4.72,4.9,4.93,-1.4000001,-22.87582,1.0,2264,0.1713034530639648,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.915,0.0299999999999993,0.0061037639877923,0.9630373515580898,-0.0376630812715116,0.085639129930175,31.25828242451389,0.0,714.548071771284,True,0.1821074750714455,4.785,True
SPY260821P00718000,2026-07-20 20:03:38+00:00,718.0,6.15,5.05,5.09,0.0,0.0,327.0,21580,0.1701132794189453,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,5.07,0.04,0.0078895463510848,0.9643804998866228,-0.0362693528229078,0.085639129930175,31.25828242451389,0.0,715.5446520666414,True,0.1809198844849892,4.915,True
SPY260821P00719000,2026-07-20 19:51:34+00:00,719.0,6.22,5.2,5.23,0.0,0.0,543.0,3271,0.1684958639526367,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,5.215,0.0300000000000002,0.0057526366251198,0.9657236482151556,-0.0348775641500853,0.085639129930175,31.25828242451389,0.0,716.5412323619988,True,0.1794995331506242,5.07,True
SPY260821P00720000,2026-07-21 13:30:03+00:00,720.0,5.21,5.32,5.35,-1.3800001,-20.94082,5.0,50644,0.1665427584838867,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,5.335,0.0299999999999993,0.0056232427366446,0.9670667965436884,-0.033487709861031,0.085639129930175,31.25828242451389,0.0,717.5378126573563,True,0.1776284276010624,5.215,True
SPY260821P00721000,2026-07-20 19:55:42+00:00,721.0,6.73,5.48,5.51,0.0,0.0,580.0,1295,0.1651084466552734,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,5.495,0.0299999999999993,0.0054595086442219,0.9684099448722214,-0.0320997845861829,0.085639129930175,31.25828242451389,0.0,718.5343929527137,True,0.1762895169170998,5.335,True
SPY260821P00722000,2026-07-20 20:14:41+00:00,722.0,6.96,5.59,5.63,0.0,0.0,963.0,2609,0.1630027548217773,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,5.609999999999999,0.04,0.0071301247771836,0.9697530932007544,-0.0307137829783057,0.085639129930175,31.25828242451389,0.0,719.5309732480712,True,0.1742123856839783,5.495,True
SPY260821P00723000,2026-07-20 20:06:55+00:00,723.0,7.05,5.7,5.74,0.0,0.0,489.0,2049,0.1607139593505859,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,5.720000000000001,0.04,0.0069930069930069,0.9710962415292872,-0.0293296997123673,0.085639129930175,31.25828242451389,0.0,720.5275535434287,True,0.1720025619652703,5.609999999999999,True
SPY260821P00724000,2026-07-21 13:30:03+00:00,724.0,5.84,5.97,6.0,-1.54,-20.867208,1.0,5564,0.1604087866210937,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,5.984999999999999,0.0300000000000002,0.0050125313283208,0.97243938985782,-0.0279475294854156,0.085639129930175,31.25828242451389,0.0,721.524133838786,True,0.1719400553900614,5.720000000000001,True
SPY260821P00725000,2026-07-21 13:31:42+00:00,725.0,6.18,6.16,6.2,-1.4100003,-18.577078,37.0,40836,0.159188095703125,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,6.18,0.04,0.0064724919093851,0.973782538186353,-0.0265672670164572,0.085639129930175,31.25828242451389,0.0,722.5207141341435,True,0.1707742589116456,5.984999999999999,True
SPY260821P00726000,2026-07-20 19:45:30+00:00,726.0,7.33,6.35,6.4,0.0,0.0,233.0,1559,0.1578453356933593,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,6.375,0.0500000000000007,0.007843137254902,0.9751256865148858,-0.0251889070463359,0.085639129930175,31.25828242451389,0.0,723.5172944295009,True,0.169517073222452,6.18,True
SPY260821P00727000,2026-07-20 20:09:12+00:00,727.0,8.01,6.6,6.63,0.0,0.0,643.0,2695,0.1568077484130859,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,6.615,0.0300000000000002,0.0045351473922902,0.9764688348434188,-0.0238124443376127,0.085639129930175,31.25828242451389,0.0,724.5138747248584,True,0.1687808937245147,6.375,True
SPY260821P00728000,2026-07-20 20:02:11+00:00,728.0,7.98,6.74,6.77,0.0,0.0,762.0,1800,0.1545189529418945,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,6.755,0.0299999999999993,0.0044411547002219,0.9778119831719516,-0.022437873674446,0.085639129930175,31.25828242451389,0.0,725.5104550202158,True,0.1665975684560613,6.615,True
SPY260821P00729000,2026-07-20 19:56:35+00:00,729.0,8.34,6.93,6.97,0.0,0.0,399.0,6114,0.152901537475586,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,6.949999999999999,0.04,0.0057553956834532,0.9791551315004846,-0.0210651898624738,0.085639129930175,31.25828242451389,0.0,726.5070353155733,True,0.1650720833386962,6.755,True
SPY260821P00730000,2026-07-21 13:31:15+00:00,730.0,7.13,7.12,7.16,-1.6499996,-18.792707,23.0,47416,0.1510705010986328,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,7.140000000000001,0.04,0.0056022408963585,0.9804982798290176,-0.0196943877286952,0.085639129930175,31.25828242451389,0.0,727.5036156109306,True,0.1633915809194621,6.949999999999999,True
SPY260821P00731000,2026-07-20 20:07:57+00:00,731.0,8.95,7.39,7.43,0.0,0.0,325.0,1074,0.1501549829101562,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,7.41,0.04,0.0053981106612685,0.9818414281575504,-0.0183254621213535,0.085639129930175,31.25828242451389,0.0,728.5001959062881,True,0.1626566652551097,7.140000000000001,True
SPY260821P00732000,2026-07-20 19:59:14+00:00,732.0,9.19,7.59,7.62,0.0,0.0,401.0,1643,0.1481408428955078,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,7.605,0.0300000000000002,0.0039447731755424,0.9831845764860832,-0.0169584079098205,0.085639129930175,31.25828242451389,0.0,729.4967762016456,True,0.1608513276553454,7.41,True
SPY260821P00733000,2026-07-20 20:02:14+00:00,733.0,9.2,7.88,7.92,0.0,0.0,531.0,2949,0.1473473937988281,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,7.9,0.04,0.0050632911392405,0.984527724814616,-0.0155932199844805,0.085639129930175,31.25828242451389,0.0,730.493356497003,True,0.1602177746459159,7.605,True
SPY260821P00734000,2026-07-20 20:13:18+00:00,734.0,9.77,8.05,8.1,0.0,0.0,313.0,1538,0.1449975637817382,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,8.075,0.0499999999999989,0.0061919504643961,0.985870873143149,-0.0142298932566165,0.085639129930175,31.25828242451389,0.0,731.4899367923605,True,0.1579677856119427,7.9,True
SPY260821P00735000,2026-07-21 13:30:53+00:00,735.0,8.15,8.28,8.32,-1.6600008,-16.921516,4.0,40247,0.143013941040039,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,8.3,0.0400000000000009,0.0048192771084338,0.987214021471682,-0.0128684226582953,0.085639129930175,31.25828242451389,0.0,732.4865170877179,True,0.1562487539489452,8.075,True
SPY260821P00736000,2026-07-20 20:02:25+00:00,736.0,10.06,8.59,8.64,0.0,0.0,409.0,1671,0.1421289401245117,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,8.615,0.0500000000000007,0.0058038305281486,0.9885571698002148,-0.0115088031422557,0.085639129930175,31.25828242451389,0.0,733.4830973830753,True,0.1555303408807569,8.3,True
SPY260821P00737000,2026-07-20 20:09:41+00:00,737.0,10.64,8.86,8.91,0.0,0.0,733.0,2024,0.1405115246582031,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,8.885,0.0500000000000007,0.0056274620146314,0.9899003181287478,-0.0101510296817954,0.085639129930175,31.25828242451389,0.0,734.4796776784327,True,0.1541437630796908,8.615,True
SPY260821P00738000,2026-07-20 19:54:07+00:00,738.0,10.81,9.13,9.17,0.0,0.0,798.0,2095,0.1386652296447754,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,9.15,0.0399999999999991,0.0043715846994534,0.9912434664572808,-0.0087950972706595,0.085639129930175,31.25828242451389,0.0,735.4762579737902,True,0.1525844476765688,8.885,True
SPY260821P00739000,2026-07-21 13:30:19+00:00,739.0,8.97,9.4,9.45,-2.3599997,-20.829653,1.0,6151,0.1369257450866699,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,9.425,0.0499999999999989,0.0053050397877982,0.9925866147858136,-0.0074410009229302,0.085639129930175,31.25828242451389,0.0,736.4728382691477,True,0.1510315896845379,9.15,True
SPY260821P00740000,2026-07-21 13:30:59+00:00,740.0,9.55,9.67,9.72,-2.0900002,-17.955328,6.0,26388,0.1349421223449707,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,9.695,0.0500000000000007,0.0051572975760702,0.9939297631143464,-0.0060887356729166,0.085639129930175,31.25828242451389,0.0,737.4694185645051,True,0.1493033191579289,9.425,True
SPY260821P00741000,2026-07-21 13:32:13+00:00,741.0,10.01,9.98,10.01,-1.9699993,-16.444069,1.0,1036,0.1330500514221191,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,9.995,0.0299999999999993,0.0030015007503751,0.9952729114428794,-0.0047382965750451,0.085639129930175,31.25828242451389,0.0,738.4659988598626,True,0.1478105362620777,9.695,True
SPY260821P00742000,2026-07-21 13:30:01+00:00,742.0,9.88,10.34,10.37,-2.37,-19.346937,2.0,1961,0.1318293605041504,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,10.355,0.0299999999999993,0.0028971511347174,0.9966160597714124,-0.0033896787037515,0.085639129930175,31.25828242451389,0.0,739.4625791552199,True,0.1468952637598987,9.995,True
SPY260821P00743000,2026-07-21 13:32:43+00:00,743.0,10.66,10.63,10.66,-2.0600004,-16.194971,13.0,1975,0.1296473754882812,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,10.645,0.0299999999999993,0.0028182245185532,0.9979592080999452,-0.0020428771533728,0.085639129930175,31.25828242451389,0.0,740.4591594505774,True,0.1450320631001462,10.355,True
SPY260821P00744000,2026-07-20 20:00:33+00:00,744.0,12.59,10.95,10.98,0.0,0.0,1568.0,2632,0.1276790113830566,False,REGULAR,USD,SPY,put,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,10.965,0.0300000000000011,0.0027359781121752,0.999302356428478,-0.0006978870380401,0.085639129930175,31.25828242451389,0.0,741.4557397459348,True,0.1433884900874354,10.645,True
SPY260821C00745000,2026-07-20 20:14:06+00:00,745.0,12.82,14.22,14.33,0.0,0.0,2748.0,12762,0.1657798266601562,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,14.275,0.1099999999999994,0.0077057793345008,1.000645504757011,0.0006452965084275,0.085639129930175,31.25828242451389,2.067089138395204,744.5194091796875,True,0.1522679950974222,14.989999999999998,True
SPY260821C00746000,2026-07-21 13:32:17+00:00,746.0,13.66,13.6,13.65,1.29,10.428456,26.0,1372,0.1634910311889648,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,13.625,0.0500000000000007,0.0036697247706422,1.001988653085544,0.0019866783326288,0.085639129930175,31.25828242451389,1.0705088430378282,744.5194091796875,True,0.1506347789717464,14.275,True
SPY260821C00747000,2026-07-20 20:14:03+00:00,747.0,11.67,13.27,13.34,0.0,0.0,1136.0,1984,0.1652915502929687,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,13.305,0.0700000000000002,0.0052611800075159,1.0033318014140769,0.0033262632616853,0.085639129930175,31.25828242451389,0.0739285476803388,744.5194091796875,True,0.1526655428645727,13.625,True
SPY260821C00748000,2026-07-20 20:13:21+00:00,748.0,11.1,12.38,12.43,0.0,0.0,4778.0,3977,0.1601341311645507,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,12.405,0.0499999999999989,0.0040306328093509,1.0046749497426095,0.0046640561033452,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1478834052540483,13.305,True
SPY260821C00749000,2026-07-20 20:13:30+00:00,749.0,10.55,11.83,11.89,0.0,0.0,1074.0,2018,0.1590660266113281,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,11.86,0.0600000000000005,0.0050590219224283,1.0060180980711426,0.0060000616460874,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1470451465650254,12.405,True
SPY260821C00750000,2026-07-21 13:32:08+00:00,750.0,11.24,11.15,11.19,1.2399998,12.399998,79.0,16218,0.1560142993164062,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,11.17,0.0399999999999991,0.0035810205908683,1.0073612463996755,0.007334284659224,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1443907224893207,11.86,True
SPY260821C00751000,2026-07-21 13:30:03+00:00,751.0,11.02,10.62,10.68,1.2200003,12.448982,33.0,2937,0.1549919706726074,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,10.65,0.0600000000000005,0.0056338028169014,1.0087043947282084,0.0086667298930026,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1435462435853774,11.17,True
SPY260821C00752000,2026-07-21 13:30:02+00:00,752.0,10.49,9.97,10.03,1.6099997,18.130627,1.0,6280,0.1522148988342285,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,10.0,0.0599999999999987,0.0059999999999998,1.0100475430567413,0.0099974020787077,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1410414706483552,10.65,True
SPY260821C00753000,2026-07-20 20:14:45+00:00,753.0,8.39,9.46,9.5,0.0,0.0,675.0,2855,0.150673776550293,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,9.48,0.0399999999999991,0.0042194092827003,1.0113906913852742,0.0113263059287614,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1398841844193012,10.0,True
SPY260821C00754000,2026-07-20 19:57:32+00:00,754.0,7.96,8.92,8.96,0.0,0.0,770.0,3534,0.1488427401733398,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,8.940000000000001,0.0400000000000009,0.0044742729306488,1.012733839713807,0.0126534461368239,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1383302185901855,9.48,True
SPY260821C00755000,2026-07-21 13:31:41+00:00,755.0,8.45,8.44,8.49,1.02,13.672923,6.0,9272,0.1476830838012695,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,8.465,0.0500000000000007,0.0059066745422328,1.01407698804234,0.0139788273778925,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1373745886874986,8.940000000000001,True
SPY260821C00756000,2026-07-20 19:56:49+00:00,756.0,7.02,7.91,7.95,0.0,0.0,1796.0,3231,0.145516357421875,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,7.93,0.04,0.0050441361916771,1.0154201363708728,0.0153024543084008,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1355349792969578,8.465,True
SPY260821C00757000,2026-07-20 19:57:55+00:00,757.0,6.59,7.44,7.48,0.0,0.0,1063.0,3032,0.1440210110473632,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,7.460000000000001,0.04,0.0053619302949061,1.0167632846994057,0.0166243315663166,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1342923370799731,7.93,True
SPY260821C00758000,2026-07-20 19:57:10+00:00,758.0,6.17,6.99,7.03,0.0,0.0,1038.0,2590,0.1426172164916992,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,7.01,0.04,0.0057061340941512,1.0181064330279388,0.0179444637712397,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1331129405298239,7.460000000000001,True
SPY260821C00759000,2026-07-20 19:53:23+00:00,759.0,5.76,6.51,6.55,0.0,0.0,1032.0,2030,0.14063359375,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,6.529999999999999,0.04,0.006125574272588,1.0194495813564717,0.0192628555244979,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1313759062595405,7.01,True
SPY260821C00760000,2026-07-21 13:32:14+00:00,760.0,6.11,6.1,6.13,0.77,14.419476,97.0,21526,0.1391992819213867,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,6.115,0.0300000000000002,0.0049059689288634,1.0207927296850046,0.0205795114092447,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1302515821491543,6.529999999999999,True
SPY260821C00761000,2026-07-20 20:14:33+00:00,761.0,4.96,5.69,5.72,0.0,0.0,667.0,1847,0.1377344528198242,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,5.705,0.0299999999999993,0.0052585451358456,1.0221358780135374,0.0218944359905538,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1289975111512734,6.115,True
SPY260821C00762000,2026-07-21 13:30:14+00:00,762.0,5.67,5.31,5.34,1.1100001,24.34211,11.0,2918,0.1364374687194824,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,5.324999999999999,0.0300000000000002,0.0056338028169014,1.0234790263420703,0.0232076338155142,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1279323359078479,5.705,True
SPY260821C00763000,2026-07-21 13:30:04+00:00,763.0,5.2,4.9,4.92,0.85999966,19.81566,11.0,2192,0.1344080700683594,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.91,0.0199999999999995,0.0040733197556007,1.0248221746706032,0.0245191094133249,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1261963503938851,5.324999999999999,True
SPY260821C00764000,2026-07-20 19:32:48+00:00,764.0,4.17,4.56,4.58,0.0,0.0,601.0,1659,0.133248413696289,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.57,0.0200000000000004,0.0043763676148797,1.026165322999136,0.0258288672953884,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1252496993121367,4.91,True
SPY260821C00765000,2026-07-21 13:30:12+00:00,765.0,4.5,4.25,4.29,0.8399999,22.950817,36.0,12766,0.1326075509643555,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.27,0.04,0.009367681498829,1.027508471327669,0.0271369119554037,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1246577644808984,4.57,True
SPY260821C00766000,2026-07-20 19:45:37+00:00,766.0,3.56,3.91,3.94,0.0,0.0,726.0,2840,0.1308985836791992,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.925,0.0299999999999998,0.0076433121019107,1.028851619656202,0.0284432478694592,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1232231976744283,4.27,True
SPY260821C00767000,2026-07-20 20:14:30+00:00,767.0,3.09,3.61,3.64,0.0,0.0,1166.0,2694,0.1296778927612304,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.625,0.0300000000000002,0.0082758620689655,1.0301947679847347,0.029747879496124,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1222121570000169,3.925,True
SPY260821C00768000,2026-07-20 19:54:55+00:00,768.0,2.86,3.33,3.36,0.0,0.0,347.0,2412,0.1285792709350585,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.345,0.0299999999999998,0.0089686098654707,1.0315379163132676,0.03105081127654,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.121281554058211,3.625,True
SPY260821C00769000,2026-07-20 19:59:01+00:00,769.0,2.61,3.06,3.08,0.0,0.0,442.0,2461,0.1272365109252929,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.0700000000000003,0.02,0.006514657980456,1.0328810646418003,0.0323520476345118,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1202033621292171,3.345,True
SPY260821C00770000,2026-07-21 13:30:04+00:00,770.0,2.97,2.8,2.83,0.5799999,24.267778,14.0,23239,0.1261684063720703,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,2.815,0.0300000000000002,0.0106571936056839,1.0342242129703334,0.0336515929765973,0.085639129930175,31.25828242451389,0.0,744.5194091796875,True,0.1192114548911979,3.0700000000000003,True
