contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,option_type,expiration,spot,download_timestamp,mid_price,bid_ask_spread,relative_spread,moneyness,log_moneyness
SPY260821C00726000,2026-07-20 19:42:34+00:00,726.0,27.17,28.19,28.58,0.0,0.0,125.0,1799,0.2053302124023437,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,28.384999999999998,0.389999999999997,0.01373965122423805,0.9751256865148858,-0.02518890704633598
SPY260821C00727000,2026-07-17 16:42:25+00:00,727.0,29.12,27.41,27.74,0.0,0.0,4.0,262,0.2029193478393554,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,27.575,0.3299999999999983,0.0119673617407071,0.9764688348434187,-0.02381244433761272
SPY260821C00728000,2026-07-16 19:30:01+00:00,728.0,30.56,25.36,26.96,0.0,0.0,27.0,124,0.2011646046447753,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,26.16,1.6000000000000014,0.06116207951070342,0.9778119831719517,-0.02243787367444602
SPY260821C00729000,2026-07-17 19:35:06+00:00,729.0,25.57,24.69,26.21,0.0,0.0,3.0,181,0.1997150341796875,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,25.450000000000003,1.5199999999999996,0.05972495088408642,0.9791551315004846,-0.021065189862473858
SPY260821C00730000,2026-07-20 19:59:58+00:00,730.0,23.37,25.11,25.22,0.0,0.0,230.0,20509,0.1952595123291015,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,25.165,0.10999999999999943,0.00437115040731172,0.9804982798290175,-0.019694387728695213
SPY260821C00731000,2026-07-20 20:01:20+00:00,731.0,24.68,23.09,24.56,1.7800007,7.7729287,1.0,127,0.1947407186889648,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,23.825,1.4699999999999989,0.06169989506820562,0.9818414281575504,-0.01832546212135354
SPY260821C00732000,2026-07-20 16:02:13+00:00,732.0,24.2,23.45,23.78,0.0,0.0,6.0,312,0.1926960614013672,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,23.615000000000002,0.33000000000000185,0.013974168960406598,0.9831845764860833,-0.016958407909820502
SPY260821C00733000,2026-07-20 18:08:03+00:00,733.0,22.6,22.74,23.05,0.0,0.0,3.0,186,0.1911549391174316,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,22.895,0.3100000000000023,0.013540074252020192,0.9845277248146161,-0.015593219984480584
SPY260821C00734000,2026-07-20 18:05:14+00:00,734.0,21.98,21.93,22.23,0.0,0.0,41.0,965,0.1884694190979003,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,22.08,0.3000000000000007,0.013586956521739163,0.985870873143149,-0.014229893256616513
SPY260821C00735000,2026-07-20 19:45:01+00:00,735.0,20.17,21.32,21.45,0.0,0.0,403.0,11158,0.1861653649902343,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,21.384999999999998,0.129999999999999,0.006079027355623054,0.987214021471682,-0.012868422658295322
SPY260821C00736000,2026-07-20 19:20:18+00:00,736.0,18.91,20.39,20.7,0.0,0.0,133.0,479,0.1841512249755859,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,20.545,0.3099999999999987,0.015088829398880442,0.9885571698002149,-0.011508803142255776
SPY260821C00737000,2026-07-20 16:46:48+00:00,737.0,20.32,19.72,20.06,0.0,0.0,1.0,530,0.1832967413330077,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,19.89,0.33999999999999986,0.017094017094017085,0.9899003181287478,-0.010151029681795428
SPY260821C00738000,2026-07-20 20:05:02+00:00,738.0,17.8,18.99,19.34,0.0,0.0,24.0,423,0.1814351876831054,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,19.165,0.3500000000000014,0.018262457605009205,0.9912434664572807,-0.008795097270659554
SPY260821C00739000,2026-07-20 19:51:36+00:00,739.0,17.01,18.25,18.61,0.0,0.0,58.0,398,0.1793447544860839,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,18.43,0.35999999999999943,0.019533369506239795,0.9925866147858136,-0.007441000922930292
SPY260821C00740000,2026-07-20 20:00:19+00:00,740.0,16.5,18.28,18.34,0.0,0.0,231.0,5642,0.1824422576904296,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,18.310000000000002,0.05999999999999872,0.003276897870016314,0.9939297631143464,-0.006088735672916646
SPY260821C00741000,2026-07-20 20:14:39+00:00,741.0,15.41,16.85,17.12,0.0,0.0,91.0,1525,0.174538283996582,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,16.985,0.2699999999999996,0.015896379158080634,0.9952729114428794,-0.004738296575045101
SPY260821C00742000,2026-07-21 13:30:04+00:00,742.0,16.76,16.2,16.2,1.9899998,13.473254,2.0,1208,0.1699759516906738,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,16.2,0.0,0.0,0.9966160597714123,-0.0033896787037515567
SPY260821C00743000,2026-07-21 13:31:39+00:00,743.0,15.68,15.55,15.79,1.3400002,9.344492,31.0,1065,0.1711203494262695,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,15.67,0.23999999999999844,0.015315890236119874,0.9979592080999452,-0.0020428771533728576
SPY260821C00744000,2026-07-21 13:30:55+00:00,744.0,15.17,14.86,15.12,1.5600004,11.462164,2.0,968,0.1691977612304687,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,14.989999999999998,0.2599999999999998,0.01734489659773181,0.9993023564284781,-0.0006978870380401737
SPY260821C00745000,2026-07-20 20:14:06+00:00,745.0,12.82,14.22,14.33,0.0,0.0,2748.0,12762,0.1657798266601562,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,14.275,0.10999999999999943,0.007705779334500835,1.000645504757011,0.0006452965084275704
SPY260821C00746000,2026-07-21 13:32:17+00:00,746.0,13.66,13.6,13.65,1.29,10.428456,26.0,1372,0.1634910311889648,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,13.625,0.05000000000000071,0.003669724770642254,1.001988653085544,0.001986678332628889
SPY260821C00747000,2026-07-20 20:14:03+00:00,747.0,11.67,13.27,13.34,0.0,0.0,1136.0,1984,0.1652915502929687,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,13.305,0.07000000000000028,0.005261180007515993,1.0033318014140769,0.0033262632616853274
SPY260821C00748000,2026-07-20 20:13:21+00:00,748.0,11.1,12.38,12.43,0.0,0.0,4778.0,3977,0.1601341311645507,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,12.405000000000001,0.049999999999998934,0.004030632809350982,1.0046749497426097,0.004664056103345247
SPY260821C00749000,2026-07-20 20:13:30+00:00,749.0,10.55,11.83,11.89,0.0,0.0,1074.0,2018,0.1590660266113281,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,11.86,0.0600000000000005,0.005059021922428373,1.0060180980711426,0.006000061646087466
SPY260821C00750000,2026-07-21 13:32:08+00:00,750.0,11.24,11.15,11.19,1.2399998,12.399998,79.0,16218,0.1560142993164062,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,11.17,0.03999999999999915,0.003581020590868321,1.0073612463996755,0.007334284659224095
SPY260821C00751000,2026-07-21 13:30:03+00:00,751.0,11.02,10.62,10.68,1.2200003,12.448982,33.0,2937,0.1549919706726074,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,10.649999999999999,0.0600000000000005,0.005633802816901456,1.0087043947282084,0.008666729893002698
SPY260821C00752000,2026-07-21 13:30:02+00:00,752.0,10.49,9.97,10.03,1.6099997,18.130627,1.0,6280,0.1522148988342285,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,10.0,0.05999999999999872,0.005999999999999872,1.0100475430567413,0.009997402078707762
SPY260821C00753000,2026-07-20 20:14:45+00:00,753.0,8.39,9.46,9.5,0.0,0.0,675.0,2855,0.150673776550293,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,9.48,0.03999999999999915,0.004219409282700331,1.0113906913852742,0.011326305928761498
SPY260821C00754000,2026-07-20 19:57:32+00:00,754.0,7.96,8.92,8.96,0.0,0.0,770.0,3534,0.1488427401733398,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,8.940000000000001,0.040000000000000924,0.004474272930648872,1.012733839713807,0.012653446136823976
SPY260821C00755000,2026-07-21 13:31:41+00:00,755.0,8.45,8.44,8.49,1.02,13.672923,6.0,9272,0.1476830838012695,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,8.465,0.05000000000000071,0.005906674542232807,1.01407698804234,0.013978827377892591
SPY260821C00756000,2026-07-20 19:56:49+00:00,756.0,7.02,7.91,7.95,0.0,0.0,1796.0,3231,0.145516357421875,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,7.93,0.040000000000000036,0.00504413619167718,1.0154201363708728,0.01530245430840087
SPY260821C00757000,2026-07-20 19:57:55+00:00,757.0,6.59,7.44,7.48,0.0,0.0,1063.0,3032,0.1440210110473632,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,7.460000000000001,0.040000000000000036,0.005361930294906171,1.0167632846994057,0.01662433156631663
SPY260821C00758000,2026-07-20 19:57:10+00:00,758.0,6.17,6.99,7.03,0.0,0.0,1038.0,2590,0.1426172164916992,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,7.01,0.040000000000000036,0.005706134094151218,1.0181064330279388,0.017944463771239712
SPY260821C00759000,2026-07-20 19:53:23+00:00,759.0,5.76,6.51,6.55,0.0,0.0,1032.0,2030,0.14063359375,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,6.529999999999999,0.040000000000000036,0.0061255742725880614,1.0194495813564717,0.019262855524497965
SPY260821C00760000,2026-07-21 13:32:14+00:00,760.0,6.11,6.1,6.13,0.77,14.419476,97.0,21526,0.1391992819213867,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,6.115,0.03000000000000025,0.004905968928863491,1.0207927296850046,0.020579511409244786
SPY260821C00761000,2026-07-20 20:14:33+00:00,761.0,4.96,5.69,5.72,0.0,0.0,667.0,1847,0.1377344528198242,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,5.705,0.02999999999999936,0.005258545135845638,1.0221358780135374,0.021894435990553844
SPY260821C00762000,2026-07-21 13:30:14+00:00,762.0,5.67,5.31,5.34,1.1100001,24.34211,11.0,2918,0.1364374687194824,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,5.324999999999999,0.03000000000000025,0.005633802816901456,1.0234790263420703,0.023207633815514262
SPY260821C00763000,2026-07-21 13:30:04+00:00,763.0,5.2,4.9,4.92,0.85999966,19.81566,11.0,2192,0.1344080700683594,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.91,0.019999999999999574,0.0040733197556007275,1.0248221746706032,0.02451910941332498
SPY260821C00764000,2026-07-20 19:32:48+00:00,764.0,4.17,4.56,4.58,0.0,0.0,601.0,1659,0.133248413696289,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.57,0.020000000000000462,0.00437636761487975,1.026165322999136,0.025828867295388448
SPY260821C00765000,2026-07-21 13:30:12+00:00,765.0,4.5,4.25,4.29,0.8399999,22.950817,36.0,12766,0.1326075509643555,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,4.27,0.040000000000000036,0.009367681498829048,1.027508471327669,0.027136911955403777
SPY260821C00766000,2026-07-20 19:45:37+00:00,766.0,3.56,3.91,3.94,0.0,0.0,726.0,2840,0.1308985836791992,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.925,0.029999999999999805,0.007643312101910779,1.0288516196562019,0.028443247869459225
SPY260821C00767000,2026-07-20 20:14:30+00:00,767.0,3.09,3.61,3.64,0.0,0.0,1166.0,2694,0.1296778927612304,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.625,0.03000000000000025,0.008275862068965585,1.0301947679847347,0.029747879496124095
SPY260821C00768000,2026-07-20 19:54:55+00:00,768.0,2.86,3.33,3.36,0.0,0.0,347.0,2412,0.1285792709350585,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.3449999999999998,0.029999999999999805,0.008968609865470795,1.0315379163132676,0.03105081127654006
SPY260821C00769000,2026-07-20 19:59:01+00:00,769.0,2.61,3.06,3.08,0.0,0.0,442.0,2461,0.1272365109252929,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,3.0700000000000003,0.020000000000000018,0.0065146579804560316,1.0328810646418005,0.03235204763451185
SPY260821C00770000,2026-07-21 13:30:04+00:00,770.0,2.97,2.8,2.83,0.5799999,24.267778,14.0,23239,0.1261684063720703,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,2.815,0.03000000000000025,0.010657193605683925,1.0342242129703334,0.033651592976597394
SPY260821C00771000,2026-07-20 20:14:07+00:00,771.0,2.17,2.56,2.59,0.0,0.0,874.0,4566,0.12500875,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,2.575,0.029999999999999805,0.011650485436893128,1.0355673612988665,0.03494945169219755
SPY260821C00772000,2026-07-21 13:30:03+00:00,772.0,2.51,2.35,2.39,0.53,26.767675,1.0,2730,0.1243373699951172,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,2.37,0.040000000000000036,0.016877637130801704,1.0369105096273994,0.03624562815364421
SPY260821C00773000,2026-07-21 13:30:00+00:00,773.0,2.32,2.17,2.2,0.49999988,27.47252,1.0,4214,0.1236659899902343,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,2.185,0.03000000000000025,0.01372997711670492,1.0382536579559323,0.037540126716289986
SPY260821C00774000,2026-07-20 20:00:26+00:00,774.0,1.72,1.97,2.0,0.0,0.0,826.0,1991,0.1225673681640625,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,1.9849999999999999,0.030000000000000027,0.0151133501259446,1.0395968062844652,0.038832951718595125
SPY260821C00775000,2026-07-21 13:30:04+00:00,775.0,1.91,1.8,1.82,0.40999997,27.33333,13.0,30384,0.1215908154296875,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,1.81,0.020000000000000018,0.011049723756906087,1.040939954612998,0.04012410748221499
SPY260821C00776000,2026-07-21 13:30:05+00:00,776.0,1.76,1.64,1.66,0.41999996,31.34328,3.0,3400,0.1208584008789062,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,1.65,0.020000000000000018,0.012121212121212133,1.042283102941531,0.04141359831208673
SPY260821C00777000,2026-07-20 19:52:43+00:00,777.0,1.25,1.48,1.51,0.0,0.0,835.0,4337,0.1200649517822265,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,1.495,0.030000000000000027,0.02006688963210704,1.0436262512700638,0.0427014284965154
SPY260821C00778000,2026-07-21 13:30:01+00:00,778.0,1.45,1.35,1.37,0.30000007,26.086964,2.0,2996,0.1192715026855468,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,1.36,0.020000000000000018,0.014705882352941188,1.0449693995985967,0.043987602307259545
SPY260821C00779000,2026-07-20 19:13:17+00:00,779.0,1.05,1.31,1.33,0.0,0.0,389.0,1886,0.1207973663330078,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,1.32,0.020000000000000018,0.015151515151515164,1.0463125479271296,0.04527212399961619
SPY260821C00780000,2026-07-21 13:30:54+00:00,780.0,1.16,1.1,1.12,0.23999995,26.08695,7.0,24807,0.1178066735839843,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,1.11,0.020000000000000018,0.018018018018018032,1.0476556962556625,0.046554997812505335
SPY260821C00781000,2026-07-21 13:31:30+00:00,781.0,1.01,1.0,1.02,0.15999997,18.604647,207.0,1446,0.1173794317626953,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,1.01,0.020000000000000018,0.01980198019801982,1.0489988445841953,0.04783622796855386
SPY260821C00782000,2026-07-21 13:30:48+00:00,782.0,0.96,0.91,0.93,0.16999996,21.518982,8.0,1322,0.1170132244873046,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.92,0.020000000000000018,0.021739130434782625,1.0503419929127282,0.04911581867417896
SPY260821C00783000,2026-07-20 19:58:01+00:00,783.0,0.83,0.82,0.83,0.15999997,31.372538,57.0,1712,0.1161587408447265,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.825,0.010000000000000009,0.012121212121212133,1.0516851412412611,0.05039377411967096
SPY260821C00784000,2026-07-21 13:31:30+00:00,784.0,0.75,0.75,0.76,0.100000024,15.384619,107.0,943,0.1160366717529296,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.755,0.010000000000000009,0.013245033112582794,1.0530282895697942,0.05167009847927591
SPY260821C00785000,2026-07-21 13:31:01+00:00,785.0,0.7,0.68,0.7,0.15999997,29.629622,61.0,5315,0.1160977062988281,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.69,0.019999999999999907,0.02898550724637668,1.054371437898327,0.052944795911276474
SPY260821C00786000,2026-07-20 19:59:27+00:00,786.0,0.48,0.63,0.64,0.0,0.0,509.0,1564,0.1159756372070312,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.635,0.010000000000000009,0.015748031496063006,1.05571458622686,0.054217870558074574
SPY260821C00787000,2026-07-20 19:05:09+00:00,787.0,0.48,0.58,0.59,0.0,0.0,54.0,1452,0.1160977062988281,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.585,0.010000000000000009,0.01709401709401711,1.0570577345553929,0.055489326546271235
SPY260821C00788000,2026-07-20 19:15:11+00:00,788.0,0.41,0.49,0.5,0.0,0.0,70.0,1176,0.114266669921875,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.495,0.010000000000000009,0.02020202020202022,1.0584008828839258,0.05675916798674712
SPY260821C00789000,2026-07-20 19:54:04+00:00,789.0,0.36,0.49,0.5,0.0,0.0,33.0,928,0.1163418444824218,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.495,0.010000000000000009,0.02020202020202022,1.0597440312124586,0.05802739897474222
SPY260821C00790000,2026-07-20 19:56:49+00:00,790.0,0.33,0.4,0.42,0.0,0.0,3409.0,17649,0.1145108081054687,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.41000000000000003,0.019999999999999962,0.04878048780487795,1.0610871795409915,0.059294023589935144
SPY260821C00791000,2026-07-20 19:11:19+00:00,791.0,0.31,0.39,0.4,0.0,0.0,74.0,1293,0.1153652917480468,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.395,0.010000000000000009,0.025316455696202552,1.0624303278695244,0.06055904589652182
SPY260821C00792000,2026-07-20 20:10:46+00:00,792.0,0.28,0.36,0.37,0.0,0.0,2609.0,1435,0.1157314990234375,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.365,0.010000000000000009,0.02739726027397263,1.0637734761980573,0.06182246994329379
SPY260821C00793000,2026-07-20 19:46:06+00:00,793.0,0.26,0.33,0.34,0.0,0.0,300.0,1031,0.1158535681152343,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.335,0.010000000000000009,0.02985074626865674,1.0651166245265902,0.06308429976371589
SPY260821C00794000,2026-07-20 19:47:20+00:00,794.0,0.24,0.3,0.31,0.0,0.0,165.0,960,0.1158535681152343,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.305,0.010000000000000009,0.03278688524590167,1.066459772855123,0.06434453937600362
SPY260821C00795000,2026-07-20 19:57:51+00:00,795.0,0.2,0.27,0.29,0.0,0.0,188.0,3233,0.1164639135742187,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.28,0.019999999999999962,0.07142857142857129,1.067802921183656,0.06560319278319979
SPY260821C00796000,2026-07-21 13:31:30+00:00,796.0,0.24,0.23,0.24,0.00999999,4.3478217,61.0,1159,0.1146328771972656,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.235,0.009999999999999981,0.042553191489361625,1.0691460695121888,0.06686026397325089
SPY260821C00797000,2026-07-20 17:57:25+00:00,797.0,0.21,0.23,0.24,0.0,0.0,26.0,1190,0.1164639135742187,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.235,0.009999999999999981,0.042553191489361625,1.070489217840722,0.0681157569190831
SPY260821C00798000,2026-07-20 15:23:20+00:00,798.0,0.21,0.21,0.22,0.0,0.0,362.0,1351,0.1165859826660156,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.215,0.010000000000000009,0.046511627906976785,1.0718323661692548,0.0693696755786768
SPY260821C00799000,2026-07-21 13:31:30+00:00,799.0,0.19,0.18,0.19,0.030000001,18.75,149.0,998,0.1157314990234375,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.185,0.010000000000000009,0.054054054054054106,1.0731755144977877,0.07062202389514269
SPY260821C00800000,2026-07-20 20:12:36+00:00,800.0,0.15,0.18,0.19,0.0,0.0,1002.0,19793,0.1174404663085937,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.185,0.010000000000000009,0.054054054054054106,1.0745186628263206,0.07187280579679531
SPY260821C00805000,2026-07-20 19:54:46+00:00,805.0,0.11,0.13,0.14,0.0,0.0,156.0,10548,0.1206142626953125,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.135,0.010000000000000009,0.07407407407407414,1.081234404468985,0.07810335554743131
SPY260821C00810000,2026-07-20 19:49:47+00:00,810.0,0.09,0.1,0.11,0.0,0.0,183.0,13553,0.1247646118164062,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.10500000000000001,0.009999999999999995,0.09523809523809518,1.0879501461116496,0.08429532579535251
SPY260821C00815000,2026-07-20 19:40:17+00:00,815.0,0.07,0.08,0.09,0.0,0.0,222.0,2484,0.1291590991210937,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.08499999999999999,0.009999999999999995,0.11764705882352937,1.094665887754314,0.09044919136973069
SPY260821C00820000,2026-07-20 19:49:03+00:00,820.0,0.06,0.06,0.07,0.0,0.0,1124.0,10254,0.132821171875,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.065,0.010000000000000009,0.15384615384615397,1.1013816293969785,0.0965654183871667
SPY260821C00825000,2026-07-20 18:40:45+00:00,825.0,0.06,0.05,0.06,0.0,0.0,35.0,20082,0.137703935546875,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.055,0.009999999999999995,0.18181818181818174,1.1080973710396431,0.10264446446354901
SPY260821C00830000,2026-07-20 18:26:38+00:00,830.0,0.05,0.04,0.05,0.0,0.0,31.0,13012,0.141610146484375,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.045,0.010000000000000002,0.22222222222222227,1.1148131126823075,0.10868677891951156
SPY260821C00835000,2026-07-20 19:11:19+00:00,835.0,0.04,0.04,0.05,0.0,0.0,245.0,2294,0.148446015625,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.045,0.010000000000000002,0.22222222222222227,1.121528854324972,0.11469280297972335
SPY260821C00840000,2026-07-20 20:06:56+00:00,840.0,0.03,0.03,0.04,0.0,0.0,361.0,2657,0.1523522265625,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.035,0.010000000000000002,0.28571428571428575,1.1282445959676366,0.1206629699662273
SPY260821C00845000,2026-07-20 19:16:02+00:00,845.0,0.03,0.03,0.04,0.0,0.0,2.0,2547,0.1586998193359375,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.035,0.010000000000000002,0.28571428571428575,1.134960337610301,0.12659770548604177
SPY260821C00850000,2026-07-20 17:57:01+00:00,850.0,0.02,0.02,0.03,0.0,0.0,486.0,10505,0.1601646484375,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.025,0.009999999999999998,0.3999999999999999,1.1416760792529657,0.1324974276132302
SPY260821C00855000,2026-07-17 16:25:28+00:00,855.0,0.03,0.02,0.03,0.0,0.0,120.0,1602,0.167000517578125,False,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,0.025,0.009999999999999998,0.3999999999999999,1.14839182089563,0.1383625470656282
